0.12781,4.438
0.14093,3.2057
0.1459,3.0206
0.15816,2.6837
0.1677,2.452
0.1822,2.1618
0.21466,1.7368
0.226,1.6216
0.55121,1.0388
0.61193,1.0277
0.69904,1.0156
0.78481,1.0105
0.82647,1.0082
0.89663,1.0059
2.2203,1.0001
2.5243,1.0001
0.1159,7.1721
0.18466,2.1992
0.19849,1.9802
0.20118,1.8657
0.18077,2.0831
0.23553,1.5178
0.26161,1.4009
0.30381,1.2717
0.32002,1.2354
0.33692,1.1834
0.37455,1.1394
0.39968,1.1183
0.43174,1.0851
0.47488,1.0673
0.54191,1.0423
0.13341,3.8477
0.40962,1.1019
0.46765,1.0719
0.9049,1.0055
0.96841,1.004
1.1055,1.0021
1.1798,1.0014
1.3264,1.0008
1.5455,1.0004
2.2418,1.0001
3.5106,1.0001
