0.11071,8.2975
0.11078,8.2788
0.11616,6.5599
0.12666,4.5948
0.1395,3.4269
0.15208,2.7353
0.16425,2.2732
0.17814,1.9886
0.19091,1.7665
0.20378,1.6222
0.21513,1.52
0.22783,1.432
0.24011,1.3731
0.25053,1.3272
0.26124,1.2788
0.27149,1.2524
0.28224,1.2215
0.29198,1.1995
0.30236,1.1802
0.31223,1.1672
0.32283,1.148
0.33259,1.1349
0.34332,1.1236
0.35261,1.1103
0.36227,1.102
0.37141,1.0928
0.38034,1.0869
0.38918,1.0819
0.3984,1.0769
0.40668,1.0705
0.41554,1.0668
0.4226,1.0624
0.43348,1.0579
0.43854,1.0564
0.44921,1.0543
0.45791,1.0504
0.46404,1.0489
0.47453,1.0451
0.4807,1.0433
0.48605,1.0415
0.49505,1.0396
0.50387,1.0369
0.50918,1.0362
0.51755,1.0349
0.52582,1.0327
0.53367,1.0308
0.5369,1.0306
0.54417,1.0297
0.56005,1.0264
0.56143,1.0264
0.56329,1.0264
0.5762,1.0247
0.58621,1.0229
0.59137,1.0227
0.59802,1.0218
0.60835,1.0209
0.61898,1.0195
0.63137,1.0185
0.63739,1.0181
0.64423,1.0179
0.65792,1.0163
0.66631,1.0158
0.68096,1.0151
0.68803,1.0149
0.70411,1.0132
0.71314,1.0128
0.72391,1.0123
0.74419,1.0114
0.75593,1.0107
0.7753,1.0101
0.79044,1.0092
0.80395,1.009
0.82679,1.0079
0.8557,1.0071
0.86071,1.0071
0.88212,1.0066
0.91826,1.0058
0.94929,1.005
0.97023,1.0048
1,1.0042
1.0424,1.0037
1.071,1.0032
1.1264,1.0027
1.1637,1.0024
1.1996,1.0022
1.2675,1.0016
1.3079,1.0015
1.3887,1.0013
1.4495,1.0011
1.5509,1.0008
1.6353,1.0007
1.7167,1.0006
1.8817,1.0004
2.0826,1.0003
2.321,1.0002
2.6363,1.0001
3.0096,1.0001
3.4762,1.0001
4.1506,1.0001
4.4507,1.0001
