0.13218,3.9819
0.14084,3.2137
0.18035,2.2196
0.18144,2.1936
0.21169,1.6261
0.25364,1.4608
0.31177,1.2233
0.35329,1.1651
0.43261,1.091
0.49934,1.0568
0.57721,1.0334
0.60102,1.029
0.66816,1.0194
0.83369,1.0077
0.96086,1.0044
1.0368,1.0034
1.1412,1.0024
1.2718,1.0015
1.4226,1.001
1.572,1.0006
1.8467,1.0004
2.7856,1.0001
0.11447,8.1747
0.12563,5.32
0.1216,5.0657
0.14622,2.9161
0.15005,2.7869
0.18163,2.1936
0.18016,2.2196
0.19058,2.0229
0.20738,1.7785
0.12259,4.9259
0.3192,1.2189
0.5253,1.048
0.69496,1.0164
0.8097,1.0086
1.0824,1.0032
1.219,1.0019
0.87147,1.0065
0.94123,1.005
2.0502,1.0002
