0.14418,3.5859
0.14577,3.4342
0.1545,2.8231
0.15845,2.7302
0.19401,1.6214
0.19844,1.5722
0.21769,1.387
0.231,1.319
0.27181,1.196
0.28789,1.156
0.31084,1.1159
0.3435,1.0788
0.38447,1.0493
0.41129,1.0382
0.47506,1.0243
0.49388,1.0211
0.55784,1.013
0.97839,1.0017
1.239,1.0008
1.282,1.0006
1.7067,1.0001
2.0589,1.0001
2.266,1.0001
0.11354,7.7965
0.11459,7.4356
0.11689,6.8424
0.12187,5.6908
0.16569,2.1296
0.17567,1.8248
0.19449,1.6081
0.22065,1.3691
0.23322,1.3063
0.25318,1.2314
0.28789,1.156
0.27181,1.196
0.41129,1.0382
0.38447,1.0493
0.42524,1.0342
0.47385,1.0245
0.43748,1.0312
0.45431,1.0278
0.66402,1.007
0.57601,1.012
0.70741,1.0063
0.94989,1.002
1.0772,1.0011
1.9895,1.0001
1.5019,1.0004
1.5754,1.0003
