0.10897,5.6397
0.10902,5.6283
0.11183,4.6693
0.11803,3.7633
0.12607,2.9413
0.13367,2.5021
0.14218,2.1674
0.15188,1.9677
0.16132,1.824
0.17084,1.6796
0.17985,1.5945
0.19026,1.5081
0.19905,1.4305
0.21001,1.3786
0.2197,1.3376
0.22932,1.2991
0.24061,1.2615
0.25113,1.2426
0.26163,1.2145
0.27087,1.1925
0.28108,1.176
0.28981,1.1588
0.30013,1.1472
0.30942,1.1348
0.31772,1.1263
0.32668,1.1147
0.33625,1.1049
0.3463,1.098
0.35467,1.0918
0.36313,1.0844
0.37158,1.0791
0.37911,1.0734
0.39031,1.0681
0.39539,1.0656
0.40712,1.0602
0.41533,1.0562
0.42177,1.0545
0.43165,1.0509
0.43902,1.0491
0.44484,1.0472
0.45469,1.0446
0.46385,1.0412
0.46982,1.0401
0.47847,1.0385
0.48642,1.036
0.49554,1.0338
0.4987,1.0337
0.50446,1.0327
0.52048,1.0289
0.52186,1.0289
0.52349,1.0289
0.53781,1.0264
0.54708,1.0244
0.55284,1.0242
0.55853,1.0233
0.56915,1.0223
0.57852,1.0206
0.59186,1.0193
0.59891,1.0187
0.60636,1.0184
0.6202,1.0167
0.62781,1.016
0.6429,1.015
0.65049,1.0148
0.66763,1.0133
0.67589,1.0129
0.68794,1.0123
0.7068,1.0111
0.7189,1.0103
0.73939,1.0097
0.75254,1.009
0.76552,1.0088
0.78558,1.0078
0.81633,1.0069
0.82019,1.0069
0.83795,1.0064
0.87446,1.0056
0.90046,1.0049
0.92128,1.0047
0.94699,1.0041
0.98783,1.0037
1.0144,1.0033
1.0645,1.0028
1.1024,1.0025
1.1335,1.0023
1.197,1.0018
1.2361,1.0017
1.3138,1.0014
1.3674,1.0012
1.4644,1.0008
1.5461,1.0007
1.629,1.0007
1.7845,1.0004
1.9658,1.0003
2.1951,1.0002
2.4781,1.0001
2.8241,1.0001
3.2518,1.0001
3.933,1.0001
4.2559,1.0001
